name,area,company,repeat_sales,total_sales,customer_loyalty_score
Phileine Huurdeman,Marketing,"Smet, Vandewalle en Kenis VOF",1,82580.83,82580.83
Jan François,HR,Laenen CommV,1,72432.18,72432.18
Jan François,HR,de Kale NV,1,72432.18,72432.18
Vince le Gallen-van der Veen,IT,Freshour Groep,1,67441.72,67441.72
Dean Frankhuizen,Finance,Segebahn,1,30551.74,30551.74
Dean Frankhuizen,Finance,Vandeputte-Luyten CV,1,30551.74,30551.74
Sophie Ketting-van de Berg,HR,Stichting Nollee,1,97188.12,97188.12
Laura Beijring-Broek,Marketing,Paffrath Bähr GmbH,1,53837.12,53837.12
Jayda Adriaensdr,Finance,Jacobs-Raeymaekers NV,1,49903.2,49903.2
Jayda Adriaensdr,Finance,"Smolders, De Meyer en Swennen NV",1,49903.2,49903.2
Maya Tuithof,Games,Denys-Verhoeven BV,1,98861.3,98861.3
Koen van Evelingen,IT,van Landen Groep,1,36978.84,36978.84
Quinn Mulder,HR,"Herman, De Coninck en Vanhee CommV",1,58046.88,58046.88
Elise Vegt-Kosten,Games,"Stas, Claeys en Blomme NV",1,70273.48,70273.48
Brent de Mol,Games,Loos Buchholz GbR,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,Royal van Duvenvoirde,1,61740.16,61740.16
Stef van Schevinghuizen-Smit,Games,Lorch,1,99889.55,99889.55
Mohammed de Mol,Marketing,Meyn,1,76689.04,76689.04
Mohammed de Mol,Marketing,Kropman Installatietechniek,1,76689.04,76689.04
Mohammed de Mol,Marketing,Royal Bouthoorn,1,76689.04,76689.04
Luuk Arens,Finance,Demeyere BV,1,46664.52,46664.52
Vera Wolters,IT,Huberts NV,1,63660.33,63660.33
Phileine Stamrood,Games,Stichting Martens,1,50421.79,50421.79
Aron Roukes,IT,Heidrich,1,75983.52,75983.52
Dion Kronenberg-Ariens,Finance,De Cock CV,1,34903.49,34903.49
Joshua Michiels,IT,AVR Afvalverwerking,1,43361.86,43361.86
Joshua Michiels,IT,Weylant Groep,1,43361.86,43361.86
Joshua Michiels,IT,Melet BV,1,43361.86,43361.86
Azra de Grunt,Marketing,van der Strigt & Hendriks,1,96145.23,96145.23
Azra de Grunt,Marketing,Van Driessche-Maes CV,1,96145.23,96145.23
Joris le Luc,Games,Zorbach Hein GmbH,1,49599.19,49599.19
Emily Coreth von und zu Coredo und Starkenberg,Finance,van Cuijck & de Reede,1,44127.39,44127.39
Emily Coreth von und zu Coredo und Starkenberg,Finance,Perrono & van den Nieuwenhuijsen,1,44127.39,44127.39
Dani Rijcken,Marketing,Stichting François,1,58748.63,58748.63
Vajèn Willems-Adriaensdr,Games,Brouwer BV,1,65506.6,65506.6
Vajèn Willems-Adriaensdr,Games,"Buysse, Christiaens en Desmet CV",1,65506.6,65506.6
Lorenzo Goderts,Finance,Davids GmbH & Co. KG,1,96820.43,96820.43
Tyler Joosten,Finance,"Lippens, Wouters en Maes CV",1,44315.02,44315.02
Isabel Heribert van Laon,IT,van Nus NV,1,75313.03,75313.03
Isabel Heribert van Laon,IT,Sorgatz KG,1,75313.03,75313.03
Thijs Gruijl,Marketing,Poncelet BV,1,84178.45,84178.45
Zeynep Greij,Finance,Mitsubishi,1,40895.58,40895.58
Angelina Eijkelboom,Finance,Jansen CV,1,98237.0,98237.0
Lola van der Noot,HR,"Van den Brande, Pauwels en Dupont CV",1,96114.92,96114.92
Noor van Henegouwen,Games,Hölzenbecher Baum GmbH,1,68721.94,68721.94
Noor van Henegouwen,Games,Ziut,1,68721.94,68721.94
Faas van der Stael,HR,"Neyens, Bollen en Van Looy CV",1,70583.3,70583.3
Faas van der Stael,HR,Bauwens-Verhoeven VOF,1,70583.3,70583.3
Ali Hollander,IT,Trüb AG,1,99653.96,99653.96
Merijn Verhoeven,Finance,Plieger,1,75557.45,75557.45
Gijs Ghoerle-van der Leek,HR,Pärtzelt,1,84489.53,84489.53
Bente Groote,IT,"Willems, Van Impe en De Smedt VOF",1,62646.44,62646.44
Carlijn Jacquot,IT,Cornelissen & Hoppenbrouwer,1,67743.27,67743.27
Amy Chrodtrud,Finance,Ymere,1,93885.31,93885.31
Berat Hakker,Finance,Makro Nederland,1,45539.4,45539.4
Vincent Bouhuizen,Finance,"Janssens, Verbruggen en Peeters CommV",1,87128.54,87128.54
Daniel Rietveld,Finance,Koninklijke Veenendaal,1,89974.0,89974.0
Daniel Rietveld,Finance,Goris-Vanderstraeten CommV,1,89974.0,89974.0
Noah Speijer,IT,Weller Textor GmbH & Co. KGaA,1,94710.36,94710.36
Phileine Huurdeman,Marketing,Snauwaert-Peeters CommV,1,82580.83,82580.83
Merel Rippey,HR,"Janssens, Adriaensen en Timmermans BV",1,44297.19,44297.19
Merel Rippey,HR,Koninklijke Everts,1,44297.19,44297.19
Azra Claesner,Marketing,Stadelmann GmbH,1,48783.07,48783.07
Jasmijn Zaal,Games,Gude,1,68415.92,68415.92
Jasmijn Zaal,Games,Hoffmann Butte GbR,1,68415.92,68415.92
Luka Honing-Velderman,Marketing,Royal de Smit,1,73967.46,73967.46
Joris Eelman,Marketing,De Groote-Van Bogaert BV,1,96252.87,96252.87
Vince le Gallen-van der Veen,IT,Häring Hecker KG,1,67441.72,67441.72
Mara van der Ven,Marketing,Junk KG,1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,Lannoo Meulenhoff,1,94432.14,94432.14
Myrthe Heymans-Nedermeijer,HR,Rottiers CV,1,91028.96,91028.96
Senna Zuidweg,HR,Hesse,1,80787.64,80787.64
Koen van Evelingen,IT,Holland Trading,1,36978.84,36978.84
Koen van Evelingen,IT,Kitzmann,1,36978.84,36978.84
Selena Laffray,HR,Stichting de Vrome,1,72794.05,72794.05
Selena Laffray,HR,Bonte VOF,1,72794.05,72794.05
Matthias Heinrichs,Marketing,van Loon & Loreal,1,87566.17,87566.17
Jordy Kosten,Marketing,Adryaens Groep,1,79127.83,79127.83
Elize de Groot,HR,Haring & Rippey,1,96989.69,96989.69
Elise Vegt-Kosten,Games,Zahn GmbH,1,70273.48,70273.48
Maurits de Pauw-van de Velde,Marketing,NDC Mediagroep,1,61740.16,61740.16
Maurits de Pauw-van de Velde,Marketing,Adler,1,61740.16,61740.16
Arthur Recers,IT,Ouwerkerk & Dachgelder,1,44507.89,44507.89
Noah Schellekens,IT,Verstraete-Janssens VOF,1,49655.4,49655.4
Dion Kronenberg-Ariens,Finance,Stichting Recers,1,34903.49,34903.49
Joshua Michiels,IT,Baum Dietz GmbH,1,43361.86,43361.86
Joshua Michiels,IT,Krein OHG mbH,1,43361.86,43361.86
Azra de Grunt,Marketing,Paffrath Hendriks GmbH,1,96145.23,96145.23
Lorenzo Goderts,Finance,Kostolzin Heß KGaA,1,96820.43,96820.43
Emir Breugelensis,Marketing,Koninklijke Huisman,1,73115.48,73115.48
Bradley de Lange,Games,Luyten-De Backer BV,1,74206.82,74206.82
Maartje Vandenbergh,HR,Epson,1,44414.67,44414.67
Liz van Hostaden,IT,Latier NV,1,64619.58,64619.58
Noor van Henegouwen,Games,van der Sloot & de Vries,1,68721.94,68721.94
Noor van Henegouwen,Games,Scholtz Nerger AG,1,68721.94,68721.94
Julia Wilcken,Games,Nerger Mies AG & Co. OHG,1,98115.08,98115.08
Ali Hollander,IT,De Mey CommV,1,99653.96,99653.96
Alexander Muijs,Games,"Van Dessel, Verboven en Geens VOF",1,77389.49,77389.49
Alexander Muijs,Games,Bähr,1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,Nohlmans Holt GmbH & Co. KG,1,84489.53,84489.53
Alexander van Ooyen-Arnold,IT,"Van Acker, De Decker en Bossuyt VOF",1,93859.22,93859.22
Alexander van Ooyen-Arnold,IT,Royal Oostveen,1,93859.22,93859.22
Bente Groote,IT,Dewitte-Raes CV,1,62646.44,62646.44
Bente Groote,IT,Wauters CommV,1,62646.44,62646.44
Carlijn Jacquot,IT,Wolters BV,1,67743.27,67743.27
Carlijn Jacquot,IT,"Roels, Lippens en Reynders NV",1,67743.27,67743.27
Amy Chrodtrud,Finance,Eigenwillig Vollbrecht KG,1,93885.31,93885.31
Vincent Bouhuizen,Finance,Hörle Trupp AG,1,87128.54,87128.54
Daniel Rietveld,Finance,Aalberts Industries,1,89974.0,89974.0
Phileine Huurdeman,Marketing,Bonbach AG,1,82580.83,82580.83
Azra Claesner,Marketing,Aerts-Baetens BV,1,48783.07,48783.07
Azra Claesner,Marketing,Cornelis-Fransen CV,1,48783.07,48783.07
Vince le Gallen-van der Veen,IT,Depuydt-Cools VOF,1,67441.72,67441.72
Dean Frankhuizen,Finance,Bohnbach Hölzenbecher OHG mbH,1,30551.74,30551.74
Mara van der Ven,Marketing,Theys VOF,1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,"Debruyne, Vervaet en Peeters BV",1,94432.14,94432.14
Nadine Kunen-van de Wal,IT,"Van Loo, Janssens en Bracke VOF",1,57177.61,57177.61
Nadine Kunen-van de Wal,IT,Vermeiren BV,1,57177.61,57177.61
Nadine Kunen-van de Wal,IT,Sita,1,57177.61,57177.61
Jayda Adriaensdr,Finance,Holsten KG,1,49903.2,49903.2
Jayda Adriaensdr,Finance,Dippel GmbH,1,49903.2,49903.2
Matthijs Galenzone,HR,De Clercq CommV,1,96129.04,96129.04
Maya Tuithof,Games,de Ruiter Groep,1,98861.3,98861.3
Jonathan van der Klijn,HR,Binner,1,72531.32,72531.32
Jack van de Ven,Marketing,Geerts CV,1,64958.88,64958.88
Elise Vegt-Kosten,Games,Royal Elsemulder,1,70273.48,70273.48
Brent de Mol,Games,De Meyer-Derycke CommV,1,45137.78,45137.78
Mohammed de Mol,Marketing,Vogt,1,76689.04,76689.04
Luuk Arens,Finance,Wilms,1,46664.52,46664.52
Sep Cant-Vandenbergh,IT,De Coninck BV,1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,Haering GmbH,1,69087.12,69087.12
Vincent Mathurin,Games,Schwital,1,44933.21,44933.21
Vincent Mathurin,Games,Christiaens BV,1,44933.21,44933.21
Jolie Tillmanno,Games,Pergande Rosemann KG,1,44052.15,44052.15
Vera Wolters,IT,Houdijk & Ansems,1,63660.33,63660.33
Dion Kronenberg-Ariens,Finance,Hornig,1,34903.49,34903.49
Joris le Luc,Games,De Keyser-Heyvaert CV,1,49599.19,49599.19
Esmee Wipstrik,Marketing,"Verstraeten, Janssens en Timmermans VOF",1,73237.29,73237.29
Thijs Gruijl,Marketing,"Coppens, De Smedt en Hendrickx BV",1,84178.45,84178.45
Lola van der Noot,HR,Willems-Andries NV,1,96114.92,96114.92
Faas van der Stael,HR,Koninklijke Geldens,1,70583.3,70583.3
Tom Kunen,Games,Deckers NV,1,80451.94,80451.94
Tom Kunen,Games,Boudewijns Groep,1,80451.94,80451.94
Sophia Engels,Finance,Wagenknecht AG & Co. OHG,1,91293.47,91293.47
Joey Blees,Finance,Bolzmann Dippel Stiftung & Co. KGaA,1,80254.71,80254.71
Joey Blees,Finance,Peeters BV,1,80254.71,80254.71
Alexander van Ooyen-Arnold,IT,Bien Stiftung & Co. KG,1,93859.22,93859.22
Carlijn Jacquot,IT,Mans Vollbrecht AG & Co. KG,1,67743.27,67743.27
Carlijn Jacquot,IT,Arts & van Ommeren,1,67743.27,67743.27
Berat Hakker,Finance,Merck,1,45539.4,45539.4
Vincent Bouhuizen,Finance,Buyse NV,1,87128.54,87128.54
Daniel Rietveld,Finance,Söding Grein Groth GmbH & Co. OHG,1,89974.0,89974.0
Daniel Rietveld,Finance,Achmea,1,89974.0,89974.0
Noah Speijer,IT,Tielemans NV,1,94710.36,94710.36
Valentijn Buijs,IT,"Martens, Bracke en Smet CommV",1,68194.34,68194.34
Azra Claesner,Marketing,Schulz Kohl Stiftung & Co. KGaA,1,48783.07,48783.07
Yassin Kleijse,HR,Verbeke-Bogaert NV,1,97627.02,97627.02
Yassin Kleijse,HR,"Van den Brande, Kenis en Janssen CommV",1,97627.02,97627.02
Joris Eelman,Marketing,van Soest & Dachgelt,1,96252.87,96252.87
Joris Eelman,Marketing,Cools CommV,1,96252.87,96252.87
Benjamin van Laon,Games,Aertsz BV,1,72307.82,72307.82
Dean Frankhuizen,Finance,Stichting die Pelser,1,30551.74,30551.74
Dylan Kok-Kerkhof,IT,Buijs Groep,1,94432.14,94432.14
Dylan Kok-Kerkhof,IT,Bezemer Groep,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,"Janssens, Pauwels en De Backer NV",1,97188.12,97188.12
Nadine Kunen-van de Wal,IT,Verbeke-Verschueren CV,1,57177.61,57177.61
Jayda Adriaensdr,Finance,Schacht AG,1,49903.2,49903.2
Senna Zuidweg,HR,Meeus-De Leeuw CommV,1,80787.64,80787.64
Berat Wipstrik-Groen,HR,Geeraerts-Dierckx BV,1,42793.2,42793.2
Jack van de Ven,Marketing,Lindner,1,64958.88,64958.88
Matthias Heinrichs,Marketing,van Dillen & Lafleur,1,87566.17,87566.17
Maja van Salmen,Games,Kuijpers NV,1,42697.17,42697.17
Maja van Salmen,Games,Keudel,1,42697.17,42697.17
Stefan Roodesteijn,Games,Alewijnse,1,55842.9,55842.9
Arthur Recers,IT,Herman-Wouters BV,1,44507.89,44507.89
Jolie Tillmanno,Games,"Driesen, Heylen en Declerck BV",1,44052.15,44052.15
Faas Haring,Finance,Claeys-Parmentier CV,1,43985.41,43985.41
Phileine Stamrood,Games,Verboven NV,1,50421.79,50421.79
Phileine Stamrood,Games,Berger,1,50421.79,50421.79
Aron Roukes,IT,Rijn NV,1,75983.52,75983.52
Dion Kronenberg-Ariens,Finance,Stichting Klerks,1,34903.49,34903.49
Azra de Grunt,Marketing,Wirth,1,96145.23,96145.23
Joris le Luc,Games,van de Brink & van Vermandois,1,49599.19,49599.19
Joris le Luc,Games,Meyers CV,1,49599.19,49599.19
Dani Rijcken,Marketing,Honeywell,1,58748.63,58748.63
Esmee Wipstrik,Marketing,Gierschner Löwer GbR,1,73237.29,73237.29
Lorenzo Goderts,Finance,RTL Nederland,1,96820.43,96820.43
Lorenzo Goderts,Finance,Staude,1,96820.43,96820.43
Jesper Niermann,Finance,Fritsch Reinhardt AG,1,53690.67,53690.67
Tyler Joosten,Finance,Mentzel Stiftung & Co. KG,1,44315.02,44315.02
Isabel Heribert van Laon,IT,Mende Lange AG,1,75313.03,75313.03
Isabel Heribert van Laon,IT,Melis VOF,1,75313.03,75313.03
Nora Blees,IT,Simac,1,66687.52,66687.52
Thijs Gruijl,Marketing,Siering GmbH,1,84178.45,84178.45
Angelina Eijkelboom,Finance,Tammerijn & van der Pluijm,1,98237.0,98237.0
Lola van der Noot,HR,Lange,1,96114.92,96114.92
Noor van Henegouwen,Games,"Verlinden, Van Dessel en Goris CommV",1,68721.94,68721.94
Jayson van Gorp-Hermans,HR,ASR Vastgoed ontwikkeling,1,39445.72,39445.72
Ali Hollander,IT,Bolzmann Birnbaum GmbH,1,99653.96,99653.96
Ali Hollander,IT,Acer,1,99653.96,99653.96
Tom Kunen,Games,Moensendijk BV,1,80451.94,80451.94
Merijn Verhoeven,Finance,"Van Parys, Theunis en Van Dooren BV",1,75557.45,75557.45
Alexander van Ooyen-Arnold,IT,van Enschot & Aarden,1,93859.22,93859.22
Ties Mulders,HR,Schweitzer e.V.,1,56797.57,56797.57
Merel Rippey,HR,Junken Ring GmbH,1,44297.19,44297.19
Jan François,HR,Gieß Heidrich KG,1,72432.18,72432.18
Jan François,HR,Broeders BV,1,72432.18,72432.18
Yassin Kleijse,HR,Winnrich & Uphaus,1,97627.02,97627.02
Dylan Kok-Kerkhof,IT,"Thys, Matthys en Mestdagh BV",1,94432.14,94432.14
Dylan Kok-Kerkhof,IT,Schenk,1,94432.14,94432.14
Laura Beijring-Broek,Marketing,Steckel,1,53837.12,53837.12
Charlotte Ariens Ansems,Finance,Kamper NV,1,94881.56,94881.56
Maya Tuithof,Games,Kuhl KGaA,1,98861.3,98861.3
Maya Tuithof,Games,Mülichen Rust GmbH & Co. OHG,1,98861.3,98861.3
Jonathan van der Klijn,HR,Nys BV,1,72531.32,72531.32
Senna Zuidweg,HR,Wilms Mielcarek OHG mbH,1,80787.64,80787.64
Koen van Evelingen,IT,Janssens-De Cock VOF,1,36978.84,36978.84
Selena Laffray,HR,Drub,1,72794.05,72794.05
Selena Laffray,HR,Bruneel-Bruneel CommV,1,72794.05,72794.05
Selena Laffray,HR,Tlustek e.V.,1,72794.05,72794.05
Jack van de Ven,Marketing,De Clercq-Kenis CommV,1,64958.88,64958.88
Maja van Salmen,Games,Schmiedt Rädel GmbH & Co. KG,1,42697.17,42697.17
Quinn Mulder,HR,Hentschel Gotthard KG,1,58046.88,58046.88
Pepijn van Verdun,HR,Döring Schmiedt GmbH,1,61807.28,61807.28
Elize de Groot,HR,Hellwig,1,96989.69,96989.69
Elise Vegt-Kosten,Games,"Willems, Van de Velde en Vandewalle NV",1,70273.48,70273.48
Maurits de Pauw-van de Velde,Marketing,Vogt,1,61740.16,61740.16
Stef van Schevinghuizen-Smit,Games,De Jonghe-De Leeuw NV,1,99889.55,99889.55
Mohammed de Mol,Marketing,Rörricht Baum KGaA,1,76689.04,76689.04
Luuk Arens,Finance,Uphaus BV,1,46664.52,46664.52
Luuk Arens,Finance,"Peeters, Baele en Lambert NV",1,46664.52,46664.52
Sep Cant-Vandenbergh,IT,Verhelst CommV,1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,De Groote-Peeters VOF,1,69087.12,69087.12
Vera Wolters,IT,Pattyn NV,1,63660.33,63660.33
Noah Schellekens,IT,de la Fleche & van der Veiver,1,49655.4,49655.4
Noah Schellekens,IT,Stumpf GmbH & Co. KG,1,49655.4,49655.4
Dion Kronenberg-Ariens,Finance,Van de Velde BV,1,34903.49,34903.49
Dion Kronenberg-Ariens,Finance,"Smet, Smets en Dewulf BV",1,34903.49,34903.49
Azra de Grunt,Marketing,Royal Muller,1,96145.23,96145.23
Dani Rijcken,Marketing,Stas-Vereecke BV,1,58748.63,58748.63
Lorenzo Goderts,Finance,Wesack Säuberlich OHG mbH,1,96820.43,96820.43
Jesper Niermann,Finance,"Van der Auwera, Vermeulen en Mertens NV",1,53690.67,53690.67
Jesper Niermann,Finance,Trapp KG,1,53690.67,53690.67
Tyler Joosten,Finance,van Oostendorp & Goedhart,1,44315.02,44315.02
Tyler Joosten,Finance,"Verhoeven, De Cock en De Mey NV",1,44315.02,44315.02
Isabel Heribert van Laon,IT,"De Vos, Schoofs en Ramaekers CommV",1,75313.03,75313.03
Isabel Heribert van Laon,IT,Broeckx CommV,1,75313.03,75313.03
Bradley de Lange,Games,Ernst,1,74206.82,74206.82
Bradley de Lange,Games,IMC Trading,1,74206.82,74206.82
Zeynep Greij,Finance,Stevens CommV,1,40895.58,40895.58
Angelina Eijkelboom,Finance,de Bruijn & Fechant,1,98237.0,98237.0
Angelina Eijkelboom,Finance,Ernst Bender GmbH & Co. KGaA,1,98237.0,98237.0
Lola van der Noot,HR,Keijser & Bave,1,96114.92,96114.92
Liz van Hostaden,IT,Eberhardt Seifert GmbH,1,64619.58,64619.58
Valerie Arnold-van Geest,Finance,"Van Dyck, Smets en Verwimp CV",1,76773.86,76773.86
Ali Hollander,IT,Gehringer Hettner GmbH & Co. KG,1,99653.96,99653.96
Tom Kunen,Games,Austermühle Jüttner AG,1,80451.94,80451.94
Merijn Verhoeven,Finance,"Stevens, Ali en Hermans NV",1,75557.45,75557.45
Berat Hakker,Finance,Royal van den Bosch,1,45539.4,45539.4
Vincent Bouhuizen,Finance,Segers CV,1,87128.54,87128.54
Ties Mulders,HR,"Van Dyck, Van Goethem en Vermeersch CV",1,56797.57,56797.57
Merel Rippey,HR,Oestrovsky GbR,1,44297.19,44297.19
Merel Rippey,HR,Ardagh Group,1,44297.19,44297.19
Azra Claesner,Marketing,De Jonghe-Mees BV,1,48783.07,48783.07
Yassin Kleijse,HR,De Neve-Kerkhofs CV,1,97627.02,97627.02
Yassin Kleijse,HR,"Timmermans, De Winter en Verbist NV",1,97627.02,97627.02
Dean Frankhuizen,Finance,Laffray & de Reede,1,30551.74,30551.74
Laura Beijring-Broek,Marketing,Lorch Pärtzelt GmbH,1,53837.12,53837.12
Jayda Adriaensdr,Finance,Degroote BV,1,49903.2,49903.2
Matthijs Galenzone,HR,Koninklijke van Dongen,1,96129.04,96129.04
Myrthe Heymans-Nedermeijer,HR,"Maes, Put en Smet NV",1,91028.96,91028.96
Jonathan van der Klijn,HR,Blokland Groep,1,72531.32,72531.32
Jack van de Ven,Marketing,Verbruggen CommV,1,64958.88,64958.88
Maja van Salmen,Games,Jonckheere VOF,1,42697.17,42697.17
Jordy Kosten,Marketing,"Thijs, Huysmans en Desmet NV",1,79127.83,79127.83
Jordy Kosten,Marketing,Zimmer KGaA,1,79127.83,79127.83
Stefan Roodesteijn,Games,Royal Arnold,1,55842.9,55842.9
Maurits de Pauw-van de Velde,Marketing,Lambert NV,1,61740.16,61740.16
Evie Godfrey van Alemannië-Smits,Marketing,Oosterhek Groep,1,69087.12,69087.12
Vincent Mathurin,Games,"Matthys, Simons en Coppens BV",1,44933.21,44933.21
Jolie Tillmanno,Games,De Boeck NV,1,44052.15,44052.15
Vajèn Willems-Adriaensdr,Games,Dekamarkt,1,65506.6,65506.6
Charlotte Belpere,IT,Zahn,1,85633.32,85633.32
Lorenzo Goderts,Finance,Beckers VOF,1,96820.43,96820.43
Pieter van Dommelen,Marketing,Fechner e.G.,1,84520.0,84520.0
Tyler Joosten,Finance,Sauer Cichorius GmbH,1,44315.02,44315.02
Thijs Gruijl,Marketing,Koninklijke Huberts,1,84178.45,84178.45
Lola van der Noot,HR,Bracke-Verbruggen CV,1,96114.92,96114.92
Julia Wilcken,Games,Hübel,1,98115.08,98115.08
Faas van der Stael,HR,"Matthys, Janssens en Dupont NV",1,70583.3,70583.3
Faas van der Stael,HR,Hein GmbH & Co. KG,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,"Helsen, Liekens en Claesen NV",1,39445.72,39445.72
Luca Sprong-Brievingh,Games,Klotz,1,46029.36,46029.36
Luca Sprong-Brievingh,Games,Voet-De Ridder BV,1,46029.36,46029.36
Merijn Verhoeven,Finance,Hoffmann Rose OHG mbH,1,75557.45,75557.45
Merijn Verhoeven,Finance,Van Dessel-Geerts VOF,1,75557.45,75557.45
Sophia Engels,Finance,Mestdagh NV,1,91293.47,91293.47
Luuk Pratt,IT,Mülichen,1,97823.41,97823.41
Luuk Pratt,IT,van Breugel & Rietveld,1,97823.41,97823.41
Vincent Bouhuizen,Finance,Meyer Heuser AG,1,87128.54,87128.54
Daniel Rietveld,Finance,Trapp Eberth AG & Co. OHG,1,89974.0,89974.0
Noah Speijer,IT,"Wuyts, Vandekerckhove en Helsen BV",1,94710.36,94710.36
Noah Speijer,IT,Raes VOF,1,94710.36,94710.36
Noah Speijer,IT,De Backer CommV,1,94710.36,94710.36
Yassin Kleijse,HR,Johann,1,97627.02,97627.02
Benjamin van Laon,Games,"Stichting Werl-Arnsberg, van",1,72307.82,72307.82
Mara van der Ven,Marketing,Theys-Verhelst BV,1,41276.75,41276.75
Mara van der Ven,Marketing,van Vermandois Groep,1,41276.75,41276.75
Nadine Kunen-van de Wal,IT,Bruder,1,57177.61,57177.61
Charlotte Ariens Ansems,Finance,Stichting van der Smeede,1,94881.56,94881.56
Myrthe Heymans-Nedermeijer,HR,Royal de Kale,1,91028.96,91028.96
Maya Tuithof,Games,Anders Kambs AG & Co. KG,1,98861.3,98861.3
Selena Laffray,HR,Nuyts NV,1,72794.05,72794.05
Jack van de Ven,Marketing,BESI,1,64958.88,64958.88
Matthias Heinrichs,Marketing,Luyckx-Dierick CommV,1,87566.17,87566.17
Maja van Salmen,Games,Budig Trupp OHG mbH,1,42697.17,42697.17
Pepijn van Verdun,HR,Van Praet-Callewaert CV,1,61807.28,61807.28
Stefan Roodesteijn,Games,Heidrich,1,55842.9,55842.9
Elise Vegt-Kosten,Games,"Raeymaekers, Vrancken en Aerts CV",1,70273.48,70273.48
Mohammed de Mol,Marketing,Stey GmbH & Co. OHG,1,76689.04,76689.04
Mohammed de Mol,Marketing,Lemmens VOF,1,76689.04,76689.04
Sep Cant-Vandenbergh,IT,"Peeters, Derycke en Deprez CommV",1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,David & Karels,1,69087.12,69087.12
Noah Schellekens,IT,"De Bruyne, Leys en Neven BV",1,49655.4,49655.4
Aron Roukes,IT,"Van Acker, De Cock en Van Looveren NV",1,75983.52,75983.52
Rosa Kuipers,Marketing,Rosemann KG,1,37606.9,37606.9
Rosa Kuipers,Marketing,Mosemann Köster GmbH & Co. OHG,1,37606.9,37606.9
Dion Kronenberg-Ariens,Finance,Everts Groep,1,34903.49,34903.49
Joshua Michiels,IT,Schweitzer,1,43361.86,43361.86
Lorenzo Goderts,Finance,van Hoevel en van Zwindrecht NV,1,96820.43,96820.43
Lorenzo Goderts,Finance,Roosenboom Groep,1,96820.43,96820.43
Lorenzo Goderts,Finance,"Claessens, Verfaillie en Dewulf CommV",1,96820.43,96820.43
Tyler Joosten,Finance,Goossens CommV,1,44315.02,44315.02
Bradley de Lange,Games,Simon Loos,1,74206.82,74206.82
Nora Blees,IT,Vandendriessche-Vervoort NV,1,66687.52,66687.52
Valerie Arnold-van Geest,Finance,"Verheyden, Nys en Van Daele NV",1,76773.86,76773.86
Gijs Ghoerle-van der Leek,HR,van der Loo Groep,1,84489.53,84489.53
Alexander van Ooyen-Arnold,IT,Schacht AG,1,93859.22,93859.22
Berat Hakker,Finance,Michiels-Lambert CommV,1,45539.4,45539.4
Vincent Bouhuizen,Finance,Weihmann Sauer GmbH,1,87128.54,87128.54
Daniel Rietveld,Finance,Galenzone & Schilt,1,89974.0,89974.0
Noah Speijer,IT,Royal Verhoeven,1,94710.36,94710.36
Noah Speijer,IT,Vollbrecht Mude AG & Co. OHG,1,94710.36,94710.36
Phileine Huurdeman,Marketing,Stichting Scheffers,1,82580.83,82580.83
Jan François,HR,Emerson Electric Nederland,1,72432.18,72432.18
Jasmijn Zaal,Games,Liebelt,1,68415.92,68415.92
Luka Honing-Velderman,Marketing,"Blondeel, Leemans en De Clercq CommV",1,73967.46,73967.46
Luka Honing-Velderman,Marketing,Smeets-Van Assche CommV,1,73967.46,73967.46
Joris Eelman,Marketing,Schwartsbach & Mosley,1,96252.87,96252.87
Benjamin van Laon,Games,Seidel,1,72307.82,72307.82
Riley Blokland-Kleibrink,HR,Grein Groth Weinhage GmbH & Co. KGaA,1,57514.03,57514.03
Dylan Kok-Kerkhof,IT,Briemer GmbH,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Löffler Salz AG,1,97188.12,97188.12
Jayda Adriaensdr,Finance,Döhn,1,49903.2,49903.2
Jayda Adriaensdr,Finance,Jacobs CV,1,49903.2,49903.2
Matthijs Galenzone,HR,Geuens-Liekens BV,1,96129.04,96129.04
Berat Wipstrik-Groen,HR,van Noordeloos & Gepa van Bourgondië,1,42793.2,42793.2
Berat Wipstrik-Groen,HR,Ruppert AG,1,42793.2,42793.2
Maja van Salmen,Games,Peeters-Van Gestel VOF,1,42697.17,42697.17
Quinn Mulder,HR,Yilmaz-Vandevelde BV,1,58046.88,58046.88
Elise Vegt-Kosten,Games,Bijlsma Groep,1,70273.48,70273.48
Milan van der Mast,HR,"Hendrickx, Janssens en Brouwers NV",1,67132.35,67132.35
Milan van der Mast,HR,Schenk,1,67132.35,67132.35
Evie Godfrey van Alemannië-Smits,Marketing,Berendse NV,1,69087.12,69087.12
Noah Schellekens,IT,Jacob,1,49655.4,49655.4
Phileine Stamrood,Games,Amalrada & van Vlaanderen,1,50421.79,50421.79
Aron Roukes,IT,Royal Lamotte,1,75983.52,75983.52
