id,caller_id,company,recipient,age,country,product_sold,quantity
7123,21,van der Plas & Jurrijens,Nikki Jochems,56,Netherlands,Social Media Ad,18
7124,7,"De Schepper, Melis en Geeraerts NV",Monika Van de Velde,28,Belgium,Billboard,19
7125,24,"Janssens, Hermans en Vandevelde BV",Andy Nijs,24,Belgium,Business Card,31
7126,57,Martinair,Nora Leene,54,Netherlands,Desktop,14
7127,7,"Smets, Praet en Lambrechts VOF",Melissa Van Looy,21,Belgium,Business Card,41
7128,25,Scholl Gierschner GbR,Sarina Weiß B.A.,35,Germany,Router,47
7129,28,Käster GmbH,Vitus Fritsch B.A.,51,Germany,Webcam,44
7130,44,"Hermans, Claessens en Pollet CV",Mieke Meeus,40,Belgium,Desktop,48
7131,41,Meister AG & Co. KG,Marco Schleich,53,Germany,Router,24
7132,79,Goethals-Luyckx CV,Simonne Beyens,36,Belgium,Billboard,5
7133,56,De Groote CommV,Carine Moreels,48,Belgium,Brochure,7
7134,46,"Poelmans, Declerck en Verbeke CV",Dirk Tack,57,Belgium,Sign,8
7135,55,Chrodtrud NV,Sami van Wallaert-Hakker,24,Netherlands,Webcam,48
7136,37,Harloff Kuhl KG,Aribert Finke-Weimer,51,Germany,Logo Design,26
7137,61,Hornich Wohlgemut AG & Co. OHG,Marten Sontag,41,Germany,Headset,45
7138,34,Eneco,Fatima Blewanus-Postma,25,Netherlands,Sign,7
7139,68,Niemeier e.G.,Irmtraud Rosemann B.Sc.,55,Germany,Monitor,12
7140,70,Hermans NV,Josephine Jdotte,23,Netherlands,Brochure,45
7141,100,Stichting de Gruson,Linde Zuijdveld,23,Netherlands,Mouse,33
7142,12,Scheel AG & Co. KGaA,Dr. Larissa Klingelhöfer B.A.,38,Germany,Website Design,29
7143,21,Stichting Haack,Merel van den Nyeuwenhuysen-Verda,35,Netherlands,Business Card,12
7144,16,Op de Beeck-De Ridder NV,Jeroen Heylen,43,Belgium,Business Card,48
7145,32,Mülichen KG,Amir Drewes,32,Germany,Desktop,17
7146,5,Müller,Danilo Tlustek B.Sc.,51,Germany,Business Card,39
7147,43,Bastiaense & Groen,Tara van Grondelle,38,Netherlands,Scanner,12
7148,60,Baum,Herbert Riehl,30,Germany,Webcam,43
7149,15,Köster,Hansjürgen van der Dussen B.A.,18,Germany,Scanner,44
7150,13,Höfig,Irmingard Bauer,40,Germany,Desktop,49
7151,19,Viaene-Timmerman CommV,Frank Claes,35,Belgium,Printer,24
7152,70,Heerkens & Visser,Hailey Charon-Middelkoop,47,Netherlands,Poster,48
7153,52,Royal Emmen,Imke Verschuere,52,Netherlands,Router,49
7154,62,Nedschroef,Kim Hellevoort-Honing,22,Netherlands,Sign,30
7155,28,Royal van Tuijl,Senna Everts,58,Netherlands,Router,35
7156,49,"Roels, Lippens en Reynders NV",William Bosmans,36,Belgium,Logo Design,5
7157,8,Hendriks NV,Boaz Flink,44,Netherlands,Banner,14
7158,2,Neirynck CommV,Alexander Lievens,23,Belgium,Scanner,15
7159,37,Kallert Lachmann e.V.,Dipl.-Ing. Magda Reuter,19,Germany,Monitor,45
7160,3,Vanneste-Malfait CV,Sonja Mertens Claeys,58,Belgium,Printer,23
7161,6,Stoll,Monique Ehlert-Aumann,49,Germany,Laptop,43
7162,54,van Ooyen & de Graaf,Berat van Salmen,60,Netherlands,Website Design,4
7163,45,"Goovaerts, Goethals en Verhelst CommV",Herman Bogaert De Bie,36,Belgium,Sign,19
7164,46,Dippel,Dipl.-Ing. Adelgunde Jähn MBA.,43,Germany,Social Media Ad,11
7165,61,Wähner Hecker GmbH,Hedwig Drub,19,Germany,Keyboard,17
7166,67,Peters-Verbeeck CV,Emma Segers,50,Belgium,Laptop,14
7167,36,Pieters van der Maes & Kleijse,Micha Elbertse-Eijkelboom,32,Netherlands,Poster,9
7168,55,Niermann & Kerkhof,Joël Scheffers-van de Velden,54,Netherlands,Printer,22
7169,69,Lindau Radisch Stiftung & Co. KG,Kunigunda Scholz,23,Germany,Headset,23
7170,76,Janssens-De Clerck CV,Ryan Maes,32,Belgium,Webcam,17
7171,47,De Backer-Jacobs CommV,Rita Lievens Vandaele,46,Belgium,Logo Design,22
7172,63,Sölzer Blümel OHG mbH,Dipl.-Ing. Meta Birnbaum B.Sc.,22,Germany,Desktop,45
7173,56,Hens-Vermeersch NV,Tom Vanhove,36,Belgium,Router,31
7174,1,Brenntag Nederland,Puk Furda,30,Netherlands,Website Design,2
7175,48,Deloitte,Merle Huisman,51,Netherlands,Webcam,39
7176,23,van Liendert & Merckx,Tobias Momberg,39,Netherlands,Flyer,17
7177,63,"Leys, De Maeyer en Wellens BV",Wim Holvoet,34,Belgium,Router,48
7178,23,Koninklijke Jerusalem,Sophie Ferran,34,Netherlands,Billboard,35
7179,24,Verfaillie-Holvoet CommV,Annie Jansen,51,Belgium,Sign,33
7180,52,Voet-De Greef CV,Christian Dillen,21,Belgium,Printer,13
7181,17,Brouwer BV,Xavi van Breukeleveen,35,Netherlands,Webcam,26
7182,20,Peeters-Engelen NV,Maria Aerts,57,Belgium,Laptop,41
7183,87,Koch II,Manfred Lachmann,35,Germany,Business Card,12
7184,33,Stuivenberg & Arts,Maaike die Bont,54,Netherlands,Router,36
7185,84,Zahn,Dipl.-Ing. Eckhardt Nohlmans,52,Germany,Desktop,13
7186,22,"Bogaert, Verlinden en Van Gorp NV",Greta Van Hoof,19,Belgium,Router,16
7187,61,"Wellens, Torfs en Janssens NV",Lucas Van den Bergh,25,Belgium,Webcam,19
7188,81,Stichter BV,Meike van Loon,21,Netherlands,Router,48
7189,91,Heidrich,Univ.Prof. Antonios Weimer,18,Germany,Laptop,23
7190,57,"Peeters, Vandecasteele en De Ridder VOF",Tom Maes,26,Belgium,Brochure,50
7191,70,Verhelst BV,Peggy Dierickx,45,Belgium,Social Media Ad,49
7192,86,van Loon & Loreal,Wouter Bloemendaal-Mens,53,Netherlands,Router,46
7193,58,"Lauwers, Bauwens en Van Dyck NV",Sammy De Smet,24,Belgium,Scanner,2
7194,90,Coppens-Peters CV,Luc Rosseel,31,Belgium,Scanner,22
7195,82,Wouters-Michiels NV,Christiane Neirynck,27,Belgium,Mouse,22
7196,71,"Van Hove, Blondeel en Galle BV",Anne Peters,26,Belgium,Flyer,32
7197,93,"Van den Eynde, Degroote en Van Damme NV",Sofia Mahieu Stevens,24,Belgium,Social Media Ad,5
7198,47,Butselaar Groep,Josephine Schrik,53,Netherlands,Poster,35
7199,66,Kriens BV,Chloé Simonis,32,Netherlands,Keyboard,35
7200,20,Wesack Säuberlich OHG mbH,Jolanthe Dowerg B.Eng.,32,Germany,Social Media Ad,45
7201,35,Matthäi,Univ.Prof. Edeltrud Margraf,43,Germany,Billboard,27
7202,23,Stichting Meyer,Collin Langevoort,29,Netherlands,Billboard,35
7203,100,Junk GbR,Marcel Hande,58,Germany,Mouse,6
7204,36,"Matthys, Janssens en Dupont NV",Xavier De Groote,43,Belgium,Router,28
7205,28,van Jumiège BV,Sam van Oirschot,37,Netherlands,Desktop,44
7206,94,KruidvatVan Merksteijn Steel,Thijmen Prinsen,20,Netherlands,Monitor,14
7207,38,Junken Hornig AG & Co. OHG,Herlinde Wirth B.A.,22,Germany,Monitor,24
7208,48,De Weerdt BV,Antonius Vanderstraeten,28,Belgium,Poster,21
7209,2,Jacobs-Roose CommV,Anja Verschueren,55,Belgium,Scanner,44
7210,62,Schmidtke Wilms Stiftung & Co. KGaA,Dipl.-Ing. Gesine Tlustek B.Sc.,44,Germany,Laptop,16
7211,87,Matthys-Bouckaert VOF,Roger De Witte,29,Belgium,Logo Design,48
7212,49,Faust,Arnim Kostolzin,48,Germany,Monitor,49
7213,81,Lambert CommV,Erika De Muynck,57,Belgium,Social Media Ad,21
7214,57,Steckel,Mario Wilms,36,Germany,Poster,43
7215,1,Stichting Billung,Kate Waardeloo,54,Netherlands,Banner,5
7216,55,"Jacobs, De Wilde en Martens CV",Anne-Marie Helsen,23,Belgium,Website Design,27
7217,37,Dobes GbR,Dr. Iwona Cichorius,49,Germany,Banner,17
7218,94,Unruoch Hunerik & Doesburg,Amin Uit de Willigen,27,Netherlands,Banner,1
7219,47,Heymans & Recers,Isabel de Haas-Roosenboom,29,Netherlands,Logo Design,7
7220,22,Weijters & Chrodtrud,Jip van Munster,22,Netherlands,Keyboard,34
7221,91,Furda NV,Jens Haselaar,18,Netherlands,Banner,24
7222,37,Hoppenbrouwer BV,Evy Stoffelsz,25,Netherlands,Headset,19
7223,18,APM Terminals,Yinthe Vrancken,60,Netherlands,Printer,45
7224,98,"De Coninck, Roose en Hens NV",Christelle De Wilde,35,Belgium,Keyboard,7
7225,72,"Vandaele, Van Dyck en Pauwels VOF",Maria Vermeylen,42,Belgium,Mouse,23
7226,91,Hens-Engels NV,Eddy Lievens,20,Belgium,Banner,42
7227,16,Heymans BV,Bo van Landen-van der Ven,53,Netherlands,Billboard,4
7228,78,de Koning & Werdes,Isabella van Ochten,23,Netherlands,Keyboard,9
7229,12,Microsoft,Twan Koning,44,Netherlands,Monitor,48
7230,32,"Goovaerts, Declerck en Simoens CV",Jef De Witte,42,Belgium,Banner,16
7231,34,"Van Goethem, Van den Bossche en Declercq VOF",Kjell Demeulenaere,45,Belgium,Monitor,27
7232,91,Vos-Sels NV,Kimberley Coene,52,Belgium,Business Card,44
7233,68,van Laon Groep,Mees Cosman,36,Netherlands,Business Card,46
7234,49,Uphuis BV,Lukas de Hoogh,57,Netherlands,Sign,13
7235,82,Hövel Plath AG & Co. KGaA,Günter Drubin B.Eng.,57,Germany,Billboard,39
7236,74,Willemsen & van Loon,Chloë Ariens Ansems,23,Netherlands,Desktop,37
7237,88,Aeije Groep,Maarten Dekker,53,Netherlands,Billboard,25
7238,81,Driessen NV,Ivan Hagendoorn-van Maasgouw,58,Netherlands,Sign,14
7239,46,van der Heiden BV,Quinten Olykan,31,Netherlands,Desktop,50
7240,65,Austermühle Weitzel KG,Hilde Trub,41,Germany,Webcam,28
7241,37,Royal HaskoningDHV,Isabella Dachgelt,50,Netherlands,Headset,50
7242,25,Scheffers & Huijs,Lars Hermans,18,Netherlands,Headset,23
7243,90,Geuens NV,Jules Pauwels,21,Belgium,Banner,10
7244,14,Claessens-Aerts CV,Charlotte Dupont Devolder,23,Belgium,Billboard,11
7245,41,Voet-De Ridder BV,Bruno Claes,51,Belgium,Banner,41
7246,66,De Maeyer NV,Lore Van den Bosch,35,Belgium,Router,49
7247,2,auch Schlauchin AG & Co. KG,Ernest Pohl,56,Germany,Sign,30
7248,71,Cornelisse BV,Joey van den Velden,28,Netherlands,Mouse,23
7249,70,Loos-Somers VOF,Estelle Peeters,27,Belgium,Webcam,29
7250,74,De Groof-Segers VOF,Nele Gielen,25,Belgium,Business Card,50
7251,90,Van Camp CommV,Jeffrey Wouters,59,Belgium,Monitor,1
7252,68,Adolph GmbH & Co. KG,Jenny Dowerg,40,Germany,Website Design,46
7253,25,Van Loock-Verhoeven VOF,Daniël Vandenbussche Willems,59,Belgium,Business Card,21
7254,70,van Oirschot NV,Finn Joosten,19,Netherlands,Brochure,45
7255,53,Schulz Blümel GmbH & Co. KG,Christos Jacob,42,Germany,Scanner,4
7256,100,Gunpf Tlustek KG,Dipl.-Ing. Grazyna Eberth,35,Germany,Poster,2
7257,7,Bohnbach Jüttner GmbH,Rotraut Sauer,58,Germany,Poster,4
7258,41,Lachmann AG,Zoltan Eberth B.Sc.,56,Germany,Poster,30
7259,31,"Van Impe, Sterckx en Smolders CV",Gunther Melis,49,Belgium,Webcam,3
7260,11,Oestrovsky Schweitzer KG,Willfried Huhn-Schmiedt,42,Germany,Laptop,44
7261,27,de Jong NV,Hendrik Rouwenhorst,53,Netherlands,Sign,30
7262,86,Verhulst-Janssens CommV,Kristina Goris,36,Belgium,Laptop,43
7263,30,Willemsen & Bosch,Kyan Scharroo,18,Netherlands,Business Card,12
7264,30,Rohleder Bärer AG,Oxana Gehringer-Schinke,28,Germany,Brochure,21
7265,54,De Meyer BV,Kim Depuydt,52,Belgium,Printer,31
7266,4,Hering,Frau Cathrin Schleich B.Eng.,55,Germany,Router,37
7267,38,Röhrdanz AG,Marko Söding,45,Germany,Business Card,20
7268,65,Mies,Hans-Uwe Loos,58,Germany,Printer,20
7269,60,van der Plas NV,Zara van 't Wel,53,Netherlands,Business Card,9
7270,72,Bauer,Mareike Gunpf,34,Germany,Mouse,22
7271,76,Korsman & Kof,Tom van 't Erve-den Buytelaar,28,Netherlands,Flyer,9
7272,91,Boucsein,Maja Junitz B.Eng.,32,Germany,Desktop,11
7273,11,"Wuyts, Decoster en Van Damme VOF",Franky Devriendt Verstraeten,22,Belgium,Website Design,39
7274,1,De Moor CommV,Matthias Coenen,27,Belgium,Logo Design,21
7275,29,Epson,Benjamin Galijn,36,Netherlands,Sign,30
7276,42,"Van Looy, De Vos en Dewilde VOF",Saskia Leys,22,Belgium,Router,2
7277,60,Janssens CommV,Arlette Janssen,33,Belgium,Router,4
7278,26,Zara,Riley van de Coterlet,19,Netherlands,Banner,6
7279,9,Visser & Zwijsen,Tijn Keijzer,29,Netherlands,Banner,32
7280,7,Vinci Energies,Suze Verhaar-Engels,40,Netherlands,Banner,42
7281,8,Jüttner Heß GmbH,Alena Tlustek,32,Germany,Logo Design,36
7282,37,Stichting van Wijland,Ryan van den Wittenboer,57,Netherlands,Business Card,22
7283,10,Kaur VOF,Cindy Simons,26,Belgium,Social Media Ad,17
7284,44,Cools NV,Mathias Wouters,45,Belgium,Laptop,38
7285,7,Huijs & Perkins,Sarah le Gulcher,40,Netherlands,Laptop,25
7286,64,Carsten Zobel AG,Annita Rörricht,53,Germany,Social Media Ad,43
7287,74,Boone-Wauters BV,Tim Van Laere,29,Belgium,Headset,44
7288,5,Declerck VOF,Maria Mertens,27,Belgium,Brochure,49
7289,2,Diesbergen & Heribert van Laon,Rick Symons-Willems van Lier,54,Netherlands,Webcam,4
7290,16,Schenk GbR,Michael Berger MBA.,33,Germany,Laptop,15
7291,50,"Vercammen, Gielen en Vrancken CV",Amélie Callewaert,41,Belgium,Mouse,37
7292,39,Royal de Haas,Danique van de Coterlet-Poncelet,20,Netherlands,Router,35
7293,80,Gervais BV,Boaz Kirpenstein,48,Netherlands,Poster,13
7294,72,B&S,Dean van Ghoerle,22,Netherlands,Social Media Ad,28
7295,48,"David, Cuyvers en Geens CV",Sandra Verhelst,56,Belgium,Mouse,46
7296,61,van Venrooy NV,Jente Ehlert-Robbrechts Bruijne,60,Netherlands,Poster,36
7297,18,Bender Dippel AG & Co. KGaA,Toralf Radisch,28,Germany,Logo Design,32
7298,74,Colpaert CV,Nicolas De Wit,50,Belgium,Desktop,49
7299,19,Vermeir CV,Frieda Lammens,39,Belgium,Desktop,21
7300,52,Bracke BV,Seppe Bollen,19,Belgium,Billboard,14
7301,68,Staude Stiftung & Co. KGaA,Prof. Katrin Rohleder MBA.,54,Germany,Desktop,44
7302,99,Ouwerkerk & Dachgelder,Jolijn de Marduras,57,Netherlands,Website Design,36
7303,84,Moons-Philips CV,Roland Pauwels,48,Belgium,Monitor,49
7304,71,Goossens-Timmermans BV,Sofie Renders,38,Belgium,Sign,14
7305,51,Trubin Gieß e.G.,Dr. Doris Hiller,22,Germany,Headset,47
7306,93,Kambs Karge AG & Co. KG,Ing. Laszlo Stadelmann B.Eng.,40,Germany,Scanner,33
7307,51,Van Loo-Vos VOF,Lauren Janssens,27,Belgium,Billboard,46
7308,90,Depuydt-De Pauw VOF,Monique De Decker,30,Belgium,Billboard,22
7309,41,Wuyts VOF,Tim Janssen,42,Belgium,Printer,48
7310,89,"De Weerdt, Vandendriessche en Leysen NV",Nadia Kaya,44,Belgium,Poster,49
7311,27,Demeyer-Luyckx NV,Jeannine Peeters,43,Belgium,Brochure,13
7312,37,"Jansen, De Bruyne en Van den Bergh NV",Carlo Govaerts,48,Belgium,Monitor,32
7313,46,Parmentier-Verheyden BV,Christiane Bekaert,27,Belgium,Brochure,21
7314,17,Lambrechts CV,Olga Wuyts,25,Belgium,Sign,33
7315,52,Eriks,Nathan Peronne-Wouters van Eijndhoven,19,Netherlands,Logo Design,7
7316,3,Janssen Biologics,Alyssa van Tours,59,Netherlands,Business Card,4
7317,39,Moonen CommV,Ann Van Damme,49,Belgium,Desktop,37
7318,53,Sölzer Kuhl Stiftung & Co. KG,Dolores Tintzmann,41,Germany,Printer,32
7319,82,Smith & Schouten,Jaylinn Borman-Timmermans,24,Netherlands,Sign,37
7320,8,"Michiels, Van Gorp en Bosmans BV",Ingrid Blommaert,58,Belgium,Scanner,50
7321,19,ProRail,Sam Otto,39,Netherlands,Logo Design,13
7322,76,Margraf,Anika Jockel,55,Germany,Headset,30
7323,20,Hering Losekann GmbH,Rudolph Trupp-Pölitz,35,Germany,Mouse,40
7324,44,Stichting Boer,Jacob van Kusen,22,Netherlands,Poster,50
7325,78,Dussen van KGaA,Prof. Eric Trub B.Sc.,30,Germany,Brochure,47
7326,71,De Schepper BV,Sylvia Pauwels,48,Belgium,Laptop,17
7327,71,Zimmer,Eva-Marie Kabus-Wende,23,Germany,Billboard,22
7328,21,Vrancken VOF,Maria Van den Broeck,47,Belgium,Website Design,36
7329,84,Schmidt Kobelt AG,Ing. Frank Jopich B.A.,49,Germany,Website Design,13
7330,95,Vogt,Herr Guenther Reising,22,Germany,Mouse,35
7331,61,Aerts-Baetens BV,Robert Tielemans,39,Belgium,Scanner,10
7332,96,Bleijenberg & Marchand,Esther Aertsz,41,Netherlands,Scanner,33
7333,76,Blom Groep,Vince Elsemulder,60,Netherlands,Printer,49
7334,22,Heß Gotthard AG,Lieschen Langern,52,Germany,Billboard,35
7335,97,Giselmeyer BV,Tom Rek-Nedermeijer,38,Netherlands,Billboard,4
7336,97,De Smet-Peeters CV,Eric Moerman,33,Belgium,Desktop,34
7337,22,Werner,Ewald Paffrath,22,Germany,Poster,47
7338,72,Stichting Dorsman,Bjorn van Doorn-Overdijk,22,Netherlands,Webcam,21
7339,15,"Polfliet, De Wulf en Cuypers CV",Monique Singh,20,Belgium,Router,44
7340,56,Royal Verhoeven,Evelien van Bernicia,50,Netherlands,Desktop,50
7341,81,Kaur CV,Paul Braem,19,Belgium,Monitor,26
7342,2,Hermann,Ing. Gerald Neureuther,35,Germany,Logo Design,38
7343,99,Blonk & van Spreuwel,Sepp Sarneel,53,Netherlands,Social Media Ad,37
7344,65,Röhrdanz Walter AG,Dr. Roberto Seidel,50,Germany,Flyer,17
7345,70,Dörschner,Malgorzata Pergande,46,Germany,Social Media Ad,1
7346,99,Dell,Zoë van Zwaben,20,Netherlands,Billboard,18
7347,4,Mortier CommV,Antoine Boeckx,34,Belgium,Monitor,18
7348,48,"Leemans, Daniels en Baeyens VOF",Elise Reynaert,27,Belgium,Webcam,44
7349,88,"Janssens, Cox en Luyten CommV",Jeannine De Smet De Block,48,Belgium,Flyer,23
7350,17,Bouwhuisen & Rijks,Julian Visser-Palman,49,Netherlands,Desktop,20
7351,29,Kruschwitz Seifert AG,Annelise Hentschel B.Sc.,20,Germany,Printer,29
7352,45,"De Vos, Claes en Sterckx CV",Wesley Voet,40,Belgium,Banner,44
7353,17,T-Mobile,Boris Bronder,30,Netherlands,Keyboard,22
7354,50,Alewijnse,Fiene Veenendaal,40,Netherlands,Flyer,12
7355,39,Royal Vink,Olivia Phillipsen,28,Netherlands,Sign,14
7356,10,Trüb,Werner Rust-Franke,32,Germany,Scanner,3
7357,60,der Kijnder & d' Heripon,Stijn Opmans-van Bergen,21,Netherlands,Sign,27
7358,95,Reuter AG,Carola Mies,56,Germany,Brochure,49
7359,5,"Diallo, Van Dyck en Vanhoutte CV",Lydia Nelissen,23,Belgium,Logo Design,37
7360,97,Loos KG,Dominic Stiffel,52,Germany,Router,10
7361,36,Jockel Biggen KG,Univ.Prof. Enrico Wulff B.Sc.,55,Germany,Webcam,38
7362,79,Koninklijke Mosa,Anne Bleijenberg-Jones,34,Netherlands,Flyer,50
7363,33,Koninklijke Korsman,Rick van der Loo,30,Netherlands,Billboard,3
7364,80,Anders GmbH & Co. KG,Heinz-Josef Bauer,21,Germany,Brochure,31
7365,46,Hörle Aumann GmbH,Barbara Benthin,40,Germany,Website Design,46
7366,85,Koninklijke van Gelder,Bilal van Wickerode,40,Netherlands,Brochure,29
7367,17,"Van Acker, Callens en Samyn CV",Guido Willems,59,Belgium,Poster,24
7368,77,Schelvis & Kwaadland,Isis van Vlaanderen,18,Netherlands,Printer,15
7369,52,Van Hecke-Bogaerts CommV,Robert Pattyn,22,Belgium,Monitor,17
7370,72,Center Parcs,Pepijn Hermans,43,Netherlands,Website Design,32
7371,61,Heser Martin KG,Arif Jäkel,55,Germany,Social Media Ad,48
7372,61,Royal Spruyt,Jens Vignon,33,Netherlands,Scanner,44
7373,20,"Devos, Neyens en Wauters BV",Guy Michiels,52,Belgium,Billboard,45
7374,43,Mülichen,Dr. Henri Ortmann,31,Germany,Logo Design,9
7375,84,Chevresson BV,Fedde Elbertse,22,Netherlands,Logo Design,33
7376,21,Koninklijke Smits,Fiene Dachgelder,43,Netherlands,Router,1
7377,62,Vermeulen NV,Stijn Korsman,46,Netherlands,Mouse,17
7378,17,Lekkerland,Johannes van Gils,48,Netherlands,Desktop,12
7379,57,Hahn,Prof. Ivonne Schmidt MBA.,39,Germany,Brochure,38
7380,19,Pattyn-Geerts CV,Josepha Segers,60,Belgium,Business Card,4
7381,79,Marel,Stefan Leguit,35,Netherlands,Webcam,30
7382,3,Vos NV,Jonathan Goedhart,39,Netherlands,Desktop,19
7383,87,Striebitz KGaA,Friedl Plath B.Sc.,38,Germany,Flyer,44
7384,19,Peter Appel Transport,Esmée van der Strigt,43,Netherlands,Billboard,49
7385,80,van de Biezenbos BV,Elias Pasman,24,Netherlands,Brochure,9
7386,85,Etzold AG & Co. KGaA,Bernd Gute,35,Germany,Monitor,12
7387,10,Verfaillie BV,Conny Baetens,29,Belgium,Banner,48
7388,85,van Beieren & Keijser,Sienna Roose-Buijs,51,Netherlands,Banner,4
7389,76,Amtrada Holding,Ella van Egisheim,30,Netherlands,Printer,37
7390,19,Goovaerts VOF,Christina Claes,40,Belgium,Scanner,18
7391,69,Lehmann,Björn Ortmann,34,Germany,Logo Design,50
7392,38,Royal Walsteijn,Hannah van der Veen-Aelftrud van Wessex,57,Netherlands,Router,21
7393,92,van Breukeleveen NV,Bente Briere,41,Netherlands,Printer,13
7394,6,Viaene NV,Jasper Van de Velde,22,Belgium,Printer,16
7395,20,Schlosser Kobelt AG,Oskar Jopich,33,Germany,Flyer,1
7396,8,Achmea,Milo Ponci,55,Netherlands,Scanner,25
7397,55,Salz Lachmann KGaA,Univ.Prof. Alexej Putz B.Eng.,33,Germany,Scanner,2
7398,51,Wulff,Raphael Lachmann,38,Germany,Logo Design,13
7399,46,Perrono & de Jong,Emily van Es,53,Netherlands,Printer,46
7400,73,Hande GmbH & Co. KG,Bartholomäus Schüler,27,Germany,Flyer,34
7401,90,Hörle AG,Eduard Beer,48,Germany,Printer,5
7402,28,Becker Kraushaar AG,Hans-Adolf Kabus,38,Germany,Headset,38
7403,13,Huysmans VOF,Julie Breugelmans,55,Belgium,Mouse,31
7404,43,Brand Loyalty Group,Yfke Mijsberg,42,Netherlands,Mouse,46
7405,83,Pison BV,Lieke VI,60,Netherlands,Flyer,17
7406,1,"Cox, Deman en De Clerck BV",Stefaan D'Hondt,56,Belgium,Billboard,7
7407,77,Vos Logistics,Kim de Vos,34,Netherlands,Flyer,2
7408,86,Pauwels CommV,Nicolas Decock,23,Belgium,Website Design,23
7409,95,Accon AVM,Aylin van Geest,26,Netherlands,Webcam,23
7410,19,Andries VOF,Abdul Verstraete,47,Belgium,Mouse,35
7411,30,van de Berg BV,Alexander Dries,35,Netherlands,Desktop,2
7412,8,Huysmans-Janssen CV,Erik De Schutter,42,Belgium,Monitor,6
7413,53,Martens-Nijs CommV,Luna De Leeuw,19,Belgium,Desktop,46
7414,85,Hänel Stiftung & Co. KGaA,Frau Katharine Klapp B.Eng.,55,Germany,Banner,9
7415,69,Kohl Noack AG,Reinhardt Spieß,26,Germany,Desktop,50
7416,25,van Egisheim Groep,Mirte Timmermans,53,Netherlands,Scanner,46
7417,100,Verhelst-Lambrecht VOF,Laurens Desmet,51,Belgium,Keyboard,50
7418,6,Martin Lübs GmbH,Marieluise Hein,18,Germany,Printer,31
7419,59,le Gallen Groep,Owen Dries-de Marduras,43,Netherlands,Keyboard,4
7420,67,Otte NV,Sylvie van Ginneke,37,Netherlands,Brochure,43
7421,66,Kisman & Mathol,Arie van Nederlotharingen,35,Netherlands,Brochure,16
7422,9,Haering OHG mbH,Herr Orhan Wähner,48,Germany,Sign,23
7423,39,"Coppens, Huybrechts en Beernaert CV",Alice Dejonghe,57,Belgium,Billboard,49
7424,19,Van den Bergh CV,Ann De Clercq,50,Belgium,Laptop,48
7425,67,Bärer,Frau Jolanthe Hande B.A.,41,Germany,Laptop,33
7426,67,"Maes, Lemmens en Colman NV",Pauline Luyckx,33,Belgium,Laptop,3
7427,75,Binner Nohlmans GmbH,Siegrid Henk,34,Germany,Router,10
7428,70,Verbist-Somers NV,Mustafa Huybrechts,52,Belgium,Poster,3
7429,71,Van Damme-Huyghe CommV,Eva Van de Velde,31,Belgium,Keyboard,17
7430,72,Braem-Verbist CommV,Laurence Vissers,30,Belgium,Banner,15
7431,1,Jäkel Ritter GmbH & Co. KGaA,Claudius Roskoth,27,Germany,Webcam,18
7432,44,Jacobs CV,Lodewijk Verhulst,18,Belgium,Banner,38
7433,37,Kruschwitz Dobes e.G.,Agnes Gieß-Wähner,45,Germany,Keyboard,6
7434,44,Lonen NV,Faye Melet-Bruijne van der Veen,57,Netherlands,Printer,36
7435,9,Moons NV,Pedro Goossens,30,Belgium,Website Design,15
7436,8,Sabbe CV,Marcel Mahieu,28,Belgium,Headset,43
7437,16,Stichting de Gruijl,Julius van Opper-Lotharingen-de Groot,30,Netherlands,Printer,38
7438,4,Mahieu-Debruyne CommV,Andy De Boeck,60,Belgium,Router,21
7439,20,Ullrich,Liane Förster,35,Germany,Flyer,33
7440,79,Boone CommV,Jonas Torfs,55,Belgium,Business Card,12
7441,33,Schenkel & Ketel,Cornelia van Dagsburg,43,Netherlands,Scanner,13
7442,44,Lambrecht-Geerts CV,Karin Driesen,40,Belgium,Monitor,40
7443,75,The Greenery,Mirthe Booden-Lonen,22,Netherlands,Router,18
7444,10,"Michiels, Maes en Van Praet CV",Nancy Lievens,54,Belgium,Router,3
7445,78,Söding KG,Almuth Hendriks-Schäfer,46,Germany,Banner,21
7446,1,Scheuermann Mälzer GmbH & Co. KGaA,Jovan Knappe,45,Germany,Desktop,8
7447,5,Wiek KGaA,Reimund Schinke-Kensy,53,Germany,Monitor,41
7448,48,Beier,Dipl.-Ing. Adam Täsche,38,Germany,Social Media Ad,27
7449,44,Huysmans-Martens CV,Wendy De Waele Feys,36,Belgium,Flyer,22
7450,61,Seip GmbH & Co. KG,Hans-Adolf Bruder,23,Germany,Scanner,29
7451,91,Köster,Hilma Zorbach-Zirme,42,Germany,Headset,34
7452,73,Stichting Wagenvoort,Thijmen van der Strigt,42,Netherlands,Mouse,46
7453,28,"Ahmed, Desmet en De Keyser CommV",Marc Verboven,54,Belgium,Banner,11
7454,29,"Mahieu, Segers en Mees CommV",Paula Dewitte,43,Belgium,Scanner,6
7455,35,Ullmann Jacob GmbH,German Henschel,35,Germany,Banner,36
7456,44,"Wuyts, Matthijs en Poelmans CommV",Mohammed Wouters,59,Belgium,Router,34
7457,17,"Van Dessel, Van den Brande en Moens CV",Jan De Waele,60,Belgium,Scanner,48
7458,12,"Horemans, Pauwels en Ceulemans BV",Richard Vlaeminck,30,Belgium,Webcam,44
